Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
64394,"The Stainless Steel Rat (Stainless Steel Rat, #4)",Harry Harrison,"Harrison, Harry",,"=""1857984986""","=""9781857984989""",0,3.93,Orion,Mass Market Paperback,208,1998,1961,,2018/12/29,,,read,,,,1,0
64397,"A Stainless Steel Rat is Born (Stainless Steel Rat, #1)",Harry Harrison,"Harrison, Harry",,"=""0553279424""","=""9780553279429""",0,3.96,Spectra Books,Paperback,219,1985,1985,,2018/12/29,,,read,,,,1,0
262430,"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,"Collins, Suzanne",,"=""043977134X""","=""9780439771344""",0,4.02,Scholastic,Paperback,326,2005,2003,,2018/12/29,abandoned,abandoned (#14),abandoned,,,,0,0
30016,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",Chris     Moore,"=""""","=""""",0,4.17,HarperCollins Publishers,Mass Market Paperback,204,1993,1958,,2018/12/29,,,read,,,,1,0
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.15,Voyager,Paperback,464,1994,1988,,2018/12/29,,,read,,,,1,0
152226,"Conan the Usurper (Conan, #8)",Robert E. Howard,"Howard, Robert E.","L. Sprague de Camp, Lin Carter","=""0441115918""","=""9780441115914""",0,4.06,Ace,Mass Market Paperback,256,1990,1967,,2018/12/29,,,read,,,,1,0
21063,"The Bloody Crown of Conan (Conan the Cimmerian, #3)",Robert E. Howard,"Howard, Robert E.","Gary Gianni, Patrice Louinet","=""0345461525""","=""9780345461520""",0,4.31,Del Rey,Paperback,367,2004,2004,,2018/12/29,,,read,,,,1,0
12845,Tales of Power,Carlos Castaneda,"Castaneda, Carlos",,"=""0671732528""","=""9780671732523""",0,4.09,Washington Square Press,Paperback,304,1991,1974,,2018/12/29,,,read,,,,1,0
817216,Crewel Lye: A Caustic Yarn (Xanth #8),Piers Anthony,"Anthony, Piers",,"=""0345345991""","=""9780345345998""",2,3.73,Del Rey,Paperback,320,1987,1984,,2018/12/29,,,read,,,,2,0
2011,"The Dosadi Experiment (ConSentiency Universe, #2)",Frank Herbert,"Herbert, Frank",,"=""0765342537""","=""9780765342539""",0,3.82,Tor Books,Paperback,320,2002,1977,,2018/12/29,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",1,4.44,Bantam,Mass Market Paperback,835,2005,1996,2012/04/03,2012/03/20,abandoned,abandoned (#13),abandoned,"Like Wheel of Time series, only with no magic and infused with ickiness.  Child prostitution, incest and attempted child murder all in the first 75 pages.  No thanks.",,,1,0
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik","E. Haldeman-Julius, T. Weber, Cevat Memduh Altar, Michael   Meyer","=""1406914835""","=""9781406914832""",0,3.75,Hard Press,Paperback,122,2007,1879,,2018/12/28,,,read,,,,1,0
732562,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,"Coleridge, Samuel Taylor",Gustave Doré,"=""0486223051""","=""9780486223056""",0,3.95,Dover Publications,Paperback,77,1970,1792,,2018/12/28,,,read,,,,1,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",3,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2007/10/08,,,read,,,,1,0
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",0,4.00,Orb Books,Paperback,317,1997,1954,,2018/12/28,,,read,,,,1,0
32049,Lady Chatterley's Lover,D.H. Lawrence,"Lawrence, D.H.",,"=""039460430X""","=""9780394604305""",0,3.51,Modern Library,Hardcover,376,1983,1928,,2018/12/28,,,read,,,,2,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.26,Back Bay Books,Paperback,1088,2005,1996,,2018/12/28,abandoned,abandoned (#12),abandoned,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Jacob Needleman, Brian Browne Walker, Jane English, James Legge, Toinette Lippe, Vladimir Antonov, Claudio Lamparelli, Gia-Fu Feng, Mikhail Nikolenko","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,160,1989,-400,,2018/12/28,,,read,,,,1,0
12996,Othello,William Shakespeare,"Shakespeare, William","Norman Sanders, جبرا إبراهيم جبرا, Paola Ojetti","=""0743477553""","=""9780743477550""",0,3.90,Simon  Schuster,Paperback,314,2004,1603,,2018/12/28,,,read,,,,1,0
17250,The Crucible,Arthur  Miller,"Miller, Arthur",Christopher Bigsby,"=""0142437336""","=""9780142437339""",0,3.60,Penguin Books,Paperback,143,2003,1953,,2018/12/28,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Henry James, Nina Baym","=""0142437263""","=""9780142437261""",0,3.43,Penguin Books,Paperback,279,2003,1850,,2018/12/28,,,read,,,,1,0
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0142403881""","=""9780142403884""",0,4.15,Puffin Books,Paperback,176,2005,1964,,2018/12/28,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.01,Vintage International,Paperback,159,1989,1942,,2018/12/28,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.79,Scribner,Hardcover,96,1996,1952,,2018/12/27,,,read,,,,1,0
2619,Great Expectations,Charles Dickens,"Dickens, Charles","David Trotter, Charlotte Mitchell","=""0141439564""","=""9780141439563""",0,3.79,Penguin Books ,Paperback,512,2002,1860,,2018/12/27,,,read,,,,1,0
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,"=""0440242940""","=""9780440242949""",2,4.25,Dell Publishing Company,Mass Market Paperback,850,2005,1991,2009/07/02,2008/09/06,abandoned,abandoned (#11),abandoned,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.93,Scribner,Paperback,180,2004,1925,,2018/12/27,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.11,Random House: Modern Library,Paperback,272,2004,1890,,2018/12/27,,,read,,,,1,0
24180566,"Of Shadow and Sea (The Elder Empire: Shadow, #1)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.04,Hidden Gnome Publishing,Kindle Edition,406,2014,2014,2018/12/27,2018/12/26,,,read,,,,1,0
35391324,"Points of Impact (Frontlines, #6)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.20,47North,Kindle Edition,297,2018,2018,2018/12/26,2018/12/16,,,read,,,,1,0
34442252,"What the Hell Did I Just Read (John Dies at the End, #3)",David  Wong,"Wong, David",,"=""""","=""""",4,4.16,St. Martin's Press,Kindle Edition,384,2017,2017,2018/12/26,2018/12/26,,,read,,,,1,0
35696749,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.98,Hachette Book Group,Kindle Edition,397,2013,2013,,2016/04/22,abandoned,abandoned (#10),abandoned,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",2,3.84,Vintage Books ,Paperback,288,2010,2005,2016/06/20,2016/04/22,abandoned,abandoned (#6),abandoned,,,,1,0
38621609,Rumors of War (Cadicle Vol. 1-3),A.K. DuBoff,"DuBoff, A.K.",,"=""""","=""""",0,4.16,BDL Press,Kindle Edition,668,2016,2016,,2018/11/23,abandoned,abandoned (#9),abandoned,,,,0,0
25735618,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",,"=""""","=""""",2,4.43,Tor Books,Kindle Edition,608,2016,2010,2018/09/11,2017/10/13,abandoned,abandoned (#8),abandoned,,,,1,0
20727654,"The Paper Magician (The Paper Magician, #1)",Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""1477823832""","=""9781477823835""",2,3.67,47North,Paperback,222,2014,2014,2015/08/31,2015/09/08,abandoned,abandoned (#4),abandoned,,,,1,0
85867,Dhalgren,Samuel R. Delany,"Delany, Samuel R.",,"=""0375706682""","=""9780375706684""",2,3.77,Vintage,Paperback,801,2001,1975,2015/03/11,2015/02/17,abandoned,abandoned (#1),abandoned,,,,1,0
9265453,Embassytown,China Miéville,"Miéville, China",,"=""0345524497""","=""9780345524492""",2,3.89,Del Rey,Hardcover,345,2011,2011,2014/09/10,2014/05/23,abandoned,abandoned (#3),abandoned,Didn't finish.,,,1,0
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",2,3.84,Random House,Hardcover,624,2014,2014,2016/02/20,2014/08/22,abandoned,abandoned (#5),abandoned,,,,1,0
10305247,"The Blackhouse (Lewis Trilogy, #1)",Peter  May,"May, Peter",,"=""1849163847""","=""9781849163842""",3,4.08,Quercus Books,Hardcover,386,2011,2011,2015/03/11,2014/03/29,abandoned,abandoned (#2),abandoned,,,,1,0
34541,"Carpe Jugulum (Discworld, #23; Witches, #6)",Terry Pratchett,"Pratchett, Terry",,"=""0061051586""","=""9780061051586""",2,4.16,Harper Voyager,Hardcover,296,1999,1998,,2009/01/31,abandoned,abandoned (#7),abandoned,,,,0,0
30243858,"Fields of Fire (Frontlines, #5)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.33,47North,Kindle Edition,280,2017,2017,2018/12/15,2018/12/15,,,read,,,,1,0
25648897,"Chains of Command (Frontlines, #4)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.28,47North,Kindle Edition,386,2016,2016,2018/12/15,2018/12/13,,,read,,,,1,0
24358527,"Angles of Attack (Frontlines, #3)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.14,47North,Kindle Edition,352,2015,2015,2018/12/13,2018/12/09,,,read,,,,1,0
20329634,"Lines of Departure (Frontlines, #2)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.14,47North,Kindle Edition,329,2014,2014,2018/12/09,2018/12/07,,,read,,,,1,0
18800655,"Terms of Enlistment (Frontlines, #1)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.04,47North,Kindle Edition,347,2013,2013,2018/12/07,2018/12/04,,,read,,,,1,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",3,4.07,Ballantine Books,Mass Market Paperback,416,1991,1990,,2007/10/08,,,read,,,,1,0
18047306,"House of Blades (Traveler's Gate, #1)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.07,Hidden Gnome Publishing,Kindle Edition,294,2013,2013,2018/09/27,2018/09/27,,,read,,,,1,0
33620760,"Sea of Rust (Sea of Rust, #1)",C. Robert Cargill,"Cargill, C. Robert",,"=""""","=""""",5,4.07,Harper Voyager,Kindle Edition,384,2017,2017,2018/12/04,2018/12/03,,,read,,,,1,0
24060226,"Red Hope (Red Hope, #1)",John Dreese,"Dreese, John",J.J. Dreese,"=""""","=""""",2,3.66,Amazon Digital Services,Kindle Edition,256,2014,2014,2018/12/03,2018/12/01,,,read,,,,1,0
35416191,Mission One (Titan Chronicles #1),Samuel   Best,"Best, Samuel",,"=""""","=""""",4,4.15,Sky City,Kindle Edition,419,2017,,2018/11/23,2018/11/14,,,read,,,,1,0
26019071,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",3,4.19,Orbit,Kindle Edition,544,2015,2006,2018/11/20,2018/11/03,,,read,,,,1,0
40708807,"Regicide (The Completionist Chronicles, #2)",Dakota Krout,"Krout, Dakota",,"=""""","=""""",3,4.46,Mountaindale Press,Kindle Edition,331,2018,2018,2018/11/07,2018/11/05,,,read,,,,1,0
348190,Red Moon Rising: Sputnik and the Hidden Rivalries That Ignited the Space Age,Matthew Brzezinski,"Brzezinski, Matthew",,"=""080508147X""","=""9780805081473""",4,4.10,Times Books,Hardcover,322,2007,2007,2014/03/06,2014/03/29,,,read,,,,1,0
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",5,3.85,Voyager,Hardcover,373,2011,2011,2017/03/10,2015/02/01,,,read,,,,1,0
18405221,"Queen of Fire (Raven's Shadow, #3)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",5,3.70,Ace,Kindle Edition,643,2015,2015,2018/01/11,2017/12/29,,,read,,,,1,0
18925331,"Tower Lord (Raven's Shadow, #2)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",5,4.17,Ace,Kindle Edition,624,2014,2014,2017/12/29,2017/12/22,,,read,,,,1,0
18816255,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",5,4.41,Ace,Kindle Edition,591,2012,2011,2017/12/21,2017/12/10,,,read,,,,1,0
38739408,"Ritualist (The Completionist Chronicles, #1)",Dakota Krout,"Krout, Dakota",,"=""""","=""""",3,4.31,Mountaindale Press,Kindle Edition,392,2018,2018,2018/11/05,2018/11/03,,,read,,,,1,0
42267952,"Into the Labyrinth (Mage Errant, #1)",John Bierce,"Bierce, John",,"=""""","=""""",3,4.19,,Kindle Edition,178,2018,2018,2018/11/03,2018/11/03,,,read,,,,1,0
35097545,Artemis,Andy Weir,"Weir, Andy",,"=""""","=""""",4,3.69,Broadway Books,Kindle Edition,335,2017,2017,2018/11/02,2018/10/28,,,read,,,,1,0
30282601,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.11,Tor Books,Kindle Edition,336,2017,2017,2018/10/28,2018/10/25,,,read,,,,2,0
40126485,"On the Shoulders of Titans (Arcane Ascension, #2)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",3,4.24,,Kindle Edition,742,2018,2018,2018/10/13,2018/10/13,,,read,,,,1,0
18400420,"City of Light (Traveler's Gate, #3)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.15,Hidden Gnome Publishing,Kindle Edition,394,2014,2014,2018/10/07,2018/09/30,,,read,,,,1,0
13573419,Great North Road,Peter F. Hamilton,"Hamilton, Peter F.",,"=""034552666X""","=""9780345526663""",4,4.07,Del Rey,Hardcover,948,2013,2012,2014/03/14,2013/05/11,,,read,,,,1,0
7562764,The Quantum Thief (Jean le Flambeur #1),Hannu Rajaniemi,"Rajaniemi, Hannu",,"=""0575088877""","=""9780575088870""",2,3.83,Gollancz,Hardcover,336,2010,2010,2014/09/19,2014/05/24,,,read,,,,1,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",5,3.97,Ballantine Del Rey,Mass Market Paperback,710,2003,2000,2012/11/09,2012/10/10,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",3,4.08,Tor Books,Hardcover,399,2014,2006,2017/01/29,2017/03/30,,,read,,,,1,0
100327,"The Well of Stars (Great Ship, #2)",Robert Reed,"Reed, Robert",,"=""0765347644""","=""9780765347640""",3,3.83,Tor Science Fiction,Paperback,448,2007,2004,2014/12/20,2015/01/14,,,read,,,,1,0
9268487,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,"Brett, Peter V.",,"=""0345503821""","=""9780345503824""",3,4.21,Random House Del Ray,Hardcover,639,2013,2013,2015/02/14,2015/02/03,,,read,,,,1,0
6736971,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"Brett, Peter V.",,"=""0345503813""","=""9780345503817""",3,4.21,Del Rey,Hardcover,579,2010,2010,2015/02/02,2015/01/30,,,read,,,,1,0
254316,Cancer Ward,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Nicholas Bethell, David Burg","=""""","=""""",3,4.24,Vintage Classics,Paperback,576,2003,1967,,2015/03/08,,,read,,,,1,0
1018538,"The Golden Torc (Saga of the Pliocene Exile, #2)",Julian  May,"May, Julian",,"=""0345324196""","=""9780345324191""",4,4.14,Del Rey Books,Paperback,416,1985,1982,2015/07/16,2015/07/16,,,read,,,,1,0
378639,"The Many-Coloured Land (Saga of Pliocene Exile, #1)",Julian  May,"May, Julian",,"=""""","=""""",5,4.07,Pan Books,Paperback,415,1981,1981,2015/03/25,2012/11/09,,,read,"Made me want to learn more about the Pliocene, actually.   ",,,1,0
672245,"Helliconia Winter (Helliconia, #3)",Brian W. Aldiss,"Aldiss, Brian W.",,"=""0743445163""","=""9780743445160""",5,3.77,iBooks,Paperback,304,2002,1985,2016/09/07,2016/09/10,,,read,,,,1,0
6305619,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",4,4.17,Orbit,Kindle Edition,352,2008,1990,2017/01/25,2017/01/24,,,read,,,,1,0
23632478,Solaris,Stanisław Lem,"Lem, Stanisław",Bill Johnston,"=""""","=""""",4,3.99,Pro Auctore Wojciech Zemek,Kindle Edition,179,2014,1961,2017/11/18,2017/11/07,,,read,,,,1,0
36587311,"Tamer: King of Dinosaurs (Tamer: King of Dinosaurs, #1)",Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",2,4.07,,Kindle Edition,659,2017,,2018/07/07,2018/07/06,,,read,,,,1,0
40623264,"Tamer: King of Dinosaurs 5 (Tamer: King of Dinosaurs, #5)",Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",2,4.45,"MSE Publishing, LLC.",Kindle Edition,450,2018,,2018/07/15,2018/07/13,,,read,,,,1,0
40051190,"Tamer: King of Dinosaurs 4 (Tamer: King of Dinosaurs, #4)",Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",2,4.45,"MSE Publishing, LLC",Kindle Edition,376,2018,,2018/07/13,2018/07/13,,,read,,,,1,0
37756646,"Tamer: King of Dinosaurs 2 (Tamer: King of Dinosaurs, #2)",Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",2,4.28,,Kindle Edition,422,2017,,2018/07/08,2018/07/07,,,read,,,,1,0
38916316,"Tamer: King of Dinosaurs 3 (Tamer: King of Dinosaurs, #3)",Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",2,4.39,"MSE Publishing, LLC.",Kindle Edition,454,2018,,2018/07/13,2018/07/08,,,read,,,,1,0
9188338,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.65,Tor Books,Kindle Edition,1005,2010,2010,2018/08/26,2018/08/26,,,read,,,,1,0
17158490,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Olena Bormashenko, Ursula K. Le Guin","=""""","=""""",3,4.16,Chicago Review Press,Kindle Edition,226,2012,1972,2018/09/07,2018/09/07,,,read,,,,1,0
34403860,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",3,4.14,,Kindle Edition,621,2017,2017,2018/09/11,2017/04/04,,,read,,,,1,0
37864092,"A Big Ship at the Edge of the Universe (The Salvagers, #1)",Alex White,"White, Alex",,"=""""","=""""",3,3.80,Orbit,Kindle Edition,480,2018,2018,2018/09/26,2018/09/26,,,read,,,,1,0
18310619,"The Crimson Vault (Traveler's Gate, #2)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.18,Hidden Gnome Publishing,Kindle Edition,386,2013,2013,2018/09/30,2018/09/30,,,read,,,,1,0
822,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,"Stephenson, Neal",,"=""0060733357""","=""9780060733353""",5,4.27,William Morrow Paperbacks,Paperback,815,2005,2004,2005/12/01,2007/09/17,,,read,,,,2,1
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",4,4.09,Orbit,Paperback,593,2008,2008,2018/05/25,2018/05/23,,,read,,,,1,0
39315601,Orbs (Orbs #1),Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,"=""""","=""""",2,3.59,"Great Wave Ink, Inc",Kindle Edition,360,2018,2013,2018/08/31,2018/08/31,,,read,,,,1,0
39754768,"Aching God (Iconoclasts, #1)",Mike Shel,"Shel, Mike",,"=""""","=""""",4,4.19,,Kindle Edition,604,2018,2018,2018/07/15,2018/07/15,,,read,,,,1,0
28261356,Not Alone,Craig A. Falconer,"Falconer, Craig A.",,"=""""","=""""",3,3.95,,Kindle Edition,742,2015,2015,2018/09/04,2018/09/04,,,read,,,,1,0
40189879,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""""","=""""",4,4.06,Tor Books,Kindle Edition,401,2015,2015,2018/09/07,2018/09/07,,,read,,,,1,0
39404436,"Son of a Liche (The Dark Profit Saga, #2)",J. Zachary Pike,"Pike, J. Zachary",Courtney Rae Andersson,"=""""","=""""",4,4.48,Gnomish Press LLC,Kindle Edition,606,2018,2018,2018/08/26,2018/08/07,,,read,,,,1,0
31698361,"Kings of the Wyld (The Band, #1)",Nicholas Eames,"Eames, Nicholas",,"=""""","=""""",4,4.29,Orbit,Kindle Edition,464,2017,2017,2018/08/07,2018/07/28,,,read,,,,1,0
4906716,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""""","=""""",5,4.19,W. W. Norton & Company,Kindle Edition,221,2005,1996,2018/08/07,2018/08/05,,,read,,,,1,0
25600186,"Luna: New Moon (Luna, #1)",Ian McDonald,"McDonald, Ian",,"=""""","=""""",4,3.74,Tor Books,Kindle Edition,432,2015,2015,2018/06/25,2016/04/14,,,read,,,,1,0
16060768,"The Hydrogen Sonata (Culture, #10)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",2,4.19,Orbit,Kindle Edition,518,2012,2012,2018/06/17,2018/06/17,,,read,,,,1,0
23582030,"Orconomics (The Dark Profit Saga, #1)",J. Zachary Pike,"Pike, J. Zachary",,"=""""","=""""",3,4.32,Gnomish Press LLC,Kindle Edition,364,2014,2014,2018/05/28,2018/05/28,,,read,,,,1,0
17225428,Redshirts,John Scalzi,"Scalzi, John",,"=""""","=""""",3,3.86,Tor Books,Kindle Edition,318,2012,2012,2018/02/15,2018/02/11,,,read,,,,1,0
15784099,"Three Parts Dead (Craft Sequence, #1)",Max Gladstone,"Gladstone, Max",,"=""""","=""""",3,3.97,Tor Books,Kindle Edition,334,2012,2012,2018/04/05,2018/04/05,,,read,,,,1,0
25563522,Children of Time (Children of Time #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",4,4.29,Pan Books,Kindle Edition,609,2015,2015,2018/05/22,2018/05/22,,,read,,,,1,0
31147669,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,4.18,Ace,Kindle Edition,477,2017,2017,,2018/05/23,,,read,,,,1,0
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",5,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,2015/10/30,2013/07/13,,,read,,,,2,0
20410192,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",2,3.74,FSG Originals,Kindle Edition,210,2014,2014,2018/01/21,2015/09/25,,,read,,,,1,0
35638058,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",2,4.11,RosettaBooks ,Kindle Edition,226,2012,1953,2018/01/20,2018/01/18,,,read,,,,1,0
37826138,The Sudden Appearance of Hope,Claire North,"North, Claire",,"=""""","=""""",4,3.64,Redhook,Kindle Edition,472,2016,2016,2018/01/18,2018/01/11,,,read,,,,1,0
21420980,The Unnoticeables,Robert Brockway,"Brockway, Robert",,"=""""","=""""",3,3.68,Tor Books,Kindle Edition,288,2015,2015,2017/11/25,2017/11/19,,,read,,,,1,0
16299208,"Z 2134 (Z 2134, #1)",Sean Platt,"Platt, Sean",David W.  Wright,"=""""","=""""",2,3.51,47North,Kindle Edition,296,2012,2012,2017/11/25,2017/11/07,,,read,,,,1,0
17406279,The Coldest Girl in Coldtown,Holly Black,"Black, Holly",,"=""""","=""""",3,3.84,"Little, Brown Books for Young Readers",Kindle Edition,433,2013,2013,2017/11/19,2017/11/18,,,read,,,,1,0
18693743,"Prince of Fools (The Red Queen's War, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0425268780""","=""9780425268780""",4,4.06,Ace,Hardcover,355,2014,2014,,2018/01/02,,,read,,,,1,0
22852698,"The Liar's Key (The Red Queen's War, #2)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,4.24,Ace ,Kindle Edition,480,2015,2015,2017/08/12,2017/08/06,,,read,,,,1,0
36120367,"Arm of the Sphinx (The Books of Babel, #2)",Josiah Bancroft,"Bancroft, Josiah",,"=""""","=""""",3,4.36,Orbit,Kindle Edition,395,2017,2014,2018/01/02,2017/09/10,,,read,,,,1,0
18940614,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""""","=""""",3,4.14,Josiah Bancroft,Kindle Edition,371,2013,2013,2017/09/10,2017/08/27,,,read,,,,1,0
28253070,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",3,3.94,Scribner,Kindle Edition,385,2016,1982,2018/01/02,2017/10/29,,,read,,,,1,0
27226985,"The Wheel of Osheim (The Red Queen's War, #3)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,4.33,Ace,Kindle Edition,425,2016,2016,2017/08/27,2017/08/12,,,read,,,,1,0
25884323,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",5,3.75,Orbit,Kindle Edition,480,2015,2015,2017/07/31,2017/07/06,,,read,,,,1,0
19036021,"She is the Darkness (The Chronicles of the Black Company, #7)",Glen Cook,"Cook, Glen",,"=""""","=""""",4,4.10,Tor Books,Kindle Edition,477,1998,1997,2017/06/03,2017/05/28,,,read,,,,1,0
18923661,"Water Sleeps (The Chronicles of the Black Company, #8)",Glen Cook,"Cook, Glen",,"=""""","=""""",4,4.10,Tor Books,Kindle Edition,477,2000,1999,2017/06/20,2017/06/03,,,read,,,,1,0
21523155,"Soldiers Live (The Chronicles of The Black Company, #9)",Glen Cook,"Cook, Glen",,"=""""","=""""",5,4.26,Tor Books,Kindle Edition,576,2007,2000,2017/07/04,2017/06/20,,,read,,,,1,0
19735542,"Dreams of Steel (The Chronicles of The Black Company, #5)",Glen Cook,"Cook, Glen",,"=""""","=""""",4,4.11,Tor Books,Kindle Edition,353,1990,1990,2017/05/27,2017/05/20,,,read,,,,1,0
19388816,Shadow Games: The Fourth Chronicles of the Black Company: First Book of the South,Glen Cook,"Cook, Glen",,"=""""","=""""",4,4.11,Tor Fantasy,Kindle Edition,290,1989,1989,2017/05/19,2017/05/14,,,read,,,,2,0
10836728,"The Rook (The Checquy Files, #1)",Daniel O'Malley,"O'Malley, Daniel",,"=""0316098795""","=""9780316098793""",3,4.11,"Little, Brown and Company",Hardcover,504,2012,2012,2016/12/19,2017/04/04,,,read,,,,2,0
